,idVotant,Contre,Pour
423,PA721166,47.76119402985074,52.23880597014925
424,PA721174,51.741293532338304,48.258706467661696
425,PA721182,67.91277258566979,32.087227414330215
426,PA721194,46.224677716390424,53.77532228360957
427,PA721202,29.88505747126437,70.11494252873564
428,PA721210,33.276740237691,66.723259762309
429,PA721218,68.5579196217494,31.44208037825059
430,PA721226,33.85518590998043,66.14481409001957
431,PA721234,49.760765550239235,50.23923444976076
432,PA721246,62.37721021611002,37.622789783889985
433,PA721262,69.4225721784777,30.577427821522306
434,PA721270,28.618784530386744,71.38121546961325
435,PA721278,69.18714555765595,30.812854442344044
436,PA721286,37.52988047808765,62.47011952191235
437,PA721296,70.68014705882352,29.31985294117647
438,PA721314,36.607142857142854,63.39285714285714
439,PA721328,63.829787234042556,36.17021276595745
440,PA721336,65.23125996810208,34.76874003189793
441,PA721344,63.59649122807017,36.40350877192983
442,PA721352,43.84236453201971,56.15763546798029
443,PA721364,59.76744186046512,40.23255813953489
444,PA721372,62.13592233009708,37.86407766990291
445,PA721384,58.91891891891892,41.08108108108108
446,PA721398,61.0079575596817,38.9920424403183
447,PA721410,32.200647249190936,67.79935275080906
448,PA721418,65.2542372881356,34.74576271186441
449,PA721426,69.30817610062893,30.69182389937107
450,PA721434,65.57377049180327,34.42622950819672
451,PA721450,66.46341463414635,33.53658536585366
452,PA721458,67.93313069908815,32.066869300911854
453,PA721466,72.51828631138976,27.48171368861024
454,PA721474,35.76017130620985,64.23982869379014
455,PA721486,33.33333333333333,66.66666666666666
456,PA721498,62.98342541436463,37.01657458563536
457,PA721506,33.87270765911543,66.12729234088457
458,PA721514,57.73955773955773,42.26044226044226
459,PA721522,59.154929577464785,40.845070422535215
460,PA721530,56.739130434782616,43.26086956521739
461,PA721538,73.33333333333333,26.666666666666668
462,PA721542,72.26890756302521,27.73109243697479
463,PA721560,51.21951219512195,48.170731707317074
464,PA721568,57.37265415549599,42.62734584450402
465,PA721576,29.629629629629626,70.37037037037037
466,PA721584,69.05016008537886,30.94983991462113
467,PA721600,65.15151515151516,34.84848484848485
468,PA721608,49.31972789115646,50.68027210884354
469,PA721616,66.62452591656131,33.37547408343868
470,PA721624,67.21556886227546,32.78443113772455
471,PA721632,50.55679287305123,49.44320712694877
472,PA721636,42.60355029585799,57.396449704142015
473,PA721644,60.238568588469185,39.761431411530815
474,PA721656,59.01234567901235,40.98765432098765
475,PA721666,75.0,25.0
476,PA721674,67.40196078431373,32.59803921568628
477,PA721678,37.58389261744966,62.41610738255034
478,PA721690,56.53710247349824,43.46289752650176
479,PA721702,69.74789915966386,30.252100840336134
480,PA721710,69.0537084398977,30.946291560102303
481,PA721718,59.756097560975604,40.243902439024396
482,PA721726,63.43283582089553,36.56716417910448
483,PA721734,64.89675516224189,35.10324483775811
484,PA721742,65.48004314994607,34.51995685005394
485,PA721750,71.17647058823529,28.823529411764703
486,PA721768,73.07692307692307,26.923076923076923
487,PA721776,60.816326530612244,39.183673469387756
488,PA721784,65.92741935483872,34.07258064516129
489,PA721792,65.65464895635674,34.34535104364326
490,PA721800,47.05882352941176,52.94117647058824
491,PA721808,67.04918032786885,32.950819672131146
492,PA721816,37.59590792838875,62.40409207161125
493,PA721824,19.466666666666665,19.733333333333334
494,PA721832,38.31775700934579,61.6822429906542
495,PA721836,60.04415011037527,39.95584988962472
496,PA721844,67.05020920502092,32.94979079497908
497,PA721852,71.61016949152543,28.389830508474578
498,PA721864,47.2972972972973,52.702702702702695
499,PA721872,83.07692307692308,15.384615384615385
500,PA721880,68.32797427652733,31.672025723472668
501,PA721888,63.664122137404576,36.33587786259542
502,PA721896,34.36426116838488,65.63573883161511
503,PA721908,68.01242236024845,31.987577639751553
504,PA721916,70.14755959137344,29.852440408626563
505,PA721924,61.42857142857143,38.57142857142858
506,PA721932,34.7682119205298,65.23178807947019
507,PA721946,69.05710491367863,30.942895086321382
508,PA721960,32.170978627671545,67.82902137232846
509,PA721968,36.27450980392157,63.725490196078425
510,PA721976,64.68039003250271,35.31960996749729
511,PA721984,53.350515463917525,46.649484536082475
512,PA721996,71.17117117117117,28.82882882882883
513,PA722000,66.62921348314606,33.37078651685393
514,PA722008,62.230919765166334,37.76908023483366
515,PA722022,59.5,40.5
516,PA722030,29.88505747126437,70.11494252873564
517,PA722038,66.13756613756614,33.86243386243386
518,PA722046,65.01128668171557,34.988713318284425
519,PA722062,65.23668639053254,34.76331360946745
520,PA722070,62.7906976744186,37.2093023255814
521,PA722082,73.33333333333333,26.666666666666668
522,PA722090,59.33503836317136,40.66496163682864
523,PA722094,70.16317016317016,29.836829836829835
524,PA722102,65.2241112828439,34.77588871715611
525,PA722110,27.958833619210978,72.04116638078902
526,PA722118,52.112676056338024,47.88732394366197
527,PA722126,54.773869346733676,45.22613065326633
528,PA722134,64.28571428571429,35.714285714285715
529,PA722142,31.69164882226981,68.3083511777302
530,PA722150,60.65573770491803,31.010928961748636
531,PA722162,68.77761413843888,31.22238586156112
532,PA722170,73.09160305343512,26.908396946564885
533,PA722178,63.37662337662338,36.62337662337662
534,PA722194,60.13513513513513,39.86486486486486
535,PA722202,23.314606741573034,76.68539325842697
536,PA722218,70.0,30.0
537,PA722228,67.67895878524945,32.32104121475054
538,PA722240,67.1875,32.8125
539,PA722244,64.73214285714286,35.267857142857146
540,PA722252,69.86817325800376,30.131826741996232
541,PA722260,51.540616246498594,48.4593837535014
542,PA722268,65.53341148886284,34.46658851113716
543,PA722280,37.142857142857146,62.857142857142854
544,PA722284,55.42168674698795,44.57831325301205
545,PA722292,65.52962298025135,34.47037701974865
546,PA722300,55.71030640668524,44.28969359331476
547,PA722308,34.44444444444444,65.55555555555556
548,PA722312,61.679790026246714,38.320209973753286
549,PA722320,60.17441860465116,39.825581395348834
550,PA722336,72.31329690346084,27.686703096539162
551,PA722344,54.51977401129944,45.48022598870056
552,PA722358,52.83018867924528,47.16981132075472
553,PA722366,69.54732510288066,30.45267489711934
554,PA722374,58.36909871244635,41.63090128755365
555,PA722382,66.27118644067797,33.728813559322035
556,PA722390,37.34643734643734,62.65356265356266
557,PA722398,69.03553299492386,30.96446700507614
558,PA724827,62.5,37.5
559,PA746,43.97905759162304,56.02094240837696
560,PA748954,42.47787610619469,57.52212389380531
561,PA755549,46.913580246913575,53.086419753086425
562,PA759192,44.761904761904766,55.23809523809524
563,PA760658,55.9748427672956,44.0251572327044
564,PA767,39.03508771929825,60.96491228070175
565,PA774952,26.08695652173913,73.91304347826086
566,PA774954,48.837209302325576,51.162790697674424
567,PA774956,11.11111111111111,88.88888888888889
568,PA774958,14.583333333333334,85.41666666666666
569,PA774960,32.142857142857146,67.85714285714286
570,PA774962,80.0,20.0
571,PA856,42.780748663101605,57.21925133689839
572,PA923,41.99134199134199,58.00865800865801
573,PA942,49.7787610619469,50.22123893805309
574,PA998,55.00000000000001,45.0
