,idVotant,Contre,Pour,indice_accord,taux_abstention,Région_x,age,Genre,CSP,Groupe politique (complet)
99594,PA720728,62.67,37.33,715.88,77.72952853598015,Nouvelle-Aquitaine,66,M.,Professions libÃ©rales et assimilÃ©s,Mouvement Démocrate (MoDem) et Démocrates apparentés
99953,PA720738,67.87,32.13,716.85,72.39454094292803,Grand Est,,M.,Cadres d'entreprise,La République en Marche
100398,PA720746,24.81,75.19,470.89,75.49627791563276,Grand Est,53,M.,Chefs d'entreprise de 10 salariÃ©s ou plus,Mouvement Démocrate (MoDem) et Démocrates apparentés
100793,PA720754,63.43,36.57,711.97,80.83126550868487,Grand Est,42,M.,"Cadres de la fonction publique, professions intellectuelles et artistiques",La République en Marche
101102,PA720764,51.76,48.24,652.94,89.45409429280397,Nouvelle-Aquitaine,46,Mme,EmployÃ©s administratifs d'entreprise,Mouvement Démocrate (MoDem) et Démocrates apparentés
101272,PA720772,63.85,36.15,723.08,83.87096774193549,Nouvelle-Aquitaine,65,M.,"Cadres de la fonction publique, professions intellectuelles et artistiques",Mouvement Démocrate (MoDem) et Démocrates apparentés
101532,PA720780,69.04,30.96,779.19,75.55831265508685,Occitanie,56,M.,"Cadres de la fonction publique, professions intellectuelles et artistiques",La République en Marche
101926,PA720790,48.46,51.54,692.31,91.93548387096774,Occitanie,46,M.,Professions libÃ©rales et assimilÃ©s,La République en Marche
102056,PA720802,40.0,60.0,500.0,99.37965260545906,Occitanie,60,Mme,Sans profession dÃ©clarÃ©e,Non inscrit
102066,PA720806,68.01,31.99,779.57,76.92307692307692,Occitanie,,Mme,Cadres d'entreprise,La République en Marche
102438,PA720814,61.46,38.54,760.98,87.28287841191067,Occitanie,,M.,Professions intermÃ©diaires administratives et commerciales des entreprises,La République en Marche
102643,PA720822,46.93,53.07,413.41,88.89578163771712,Hauts-de-France,44,M.,Professions libÃ©rales et assimilÃ©s,Non inscrit
102822,PA720830,70.83,29.17,748.56,67.67990074441687,Auvergne-Rhône-Alpes,53,Mme,Professions libÃ©rales et assimilÃ©s,La République en Marche
103343,PA720846,33.65,66.35,291.67,80.64516129032258,Ile-de-France,40,M.,"Cadres de la fonction publique, professions intellectuelles et artistiques",La France insoumise
103655,PA720854,63.69,36.31,739.84,77.10918114143921,Ile-de-France,52,M.,"Cadres de la fonction publique, professions intellectuelles et artistiques",La République en Marche
104024,PA720862,62.64,37.36,735.85,83.56079404466502,Ile-de-France,53,M.,Cadres d'entreprise,La République en Marche
104289,PA720870,65.53,34.47,745.15,74.44168734491315,Ile-de-France,42,M.,Cadres dâ€™entreprise,La République en Marche
104701,PA720878,66.32,33.68,768.64,75.86848635235732,Ile-de-France,35,M.,Cadres d'entreprise,La République en Marche
105090,PA720892,30.58,69.42,325.07,77.48138957816377,Ile-de-France,32,Mme,Cadres d'entreprise,La France insoumise
105453,PA720900,69.58,30.42,745.28,73.69727047146401,Ile-de-France,46,Mme,"Cadres de la fonction publique, professions intellectuelles et artistiques",La République en Marche
105877,PA720908,67.67,32.33,734.34,75.24813895781638,Ile-de-France,40,Mme,Professions libÃ©rales et assimilÃ©s,La République en Marche
106276,PA720916,64.01,35.99,739.01,77.41935483870968,Ile-de-France,35,Mme,Cadres d'entreprise,La République en Marche
106640,PA720928,90.91,9.09,954.55,98.63523573200993,Ile-de-France,43,M.,Cadres d'entreprise,Mouvement Démocrate (MoDem) et Démocrates apparentés
106662,PA720932,66.74,33.26,719.67,70.34739454094291,Ile-de-France,52,M.,CommerÃ§ants et assimilÃ©s,La République en Marche
107140,PA720944,70.93,29.07,781.95,75.24813895781638,Ile-de-France,36,Mme,Cadres d'entreprise,La République en Marche
