idVotant,Nom,Prénom,date_naissance,wikilink,age
PA719218,Berville,Hervé,,Hervé_Berville,
PA721398,Degois,Typhanie,,Typhanie_Degois,28
PA1809,Lambert,Jérôme,1957-06-07,Jérôme_Lambert_(homme_politique),63
PA720614,Le Pen,Marine,,Marine_Le Pen,52
PA720606,Pajot,Ludovic,,Ludovic_Pajot,27
PA720664,Evrard,José,,José_Evrard,75
PA720822,Bilde,Bruno,,Bruno_Bilde,44
PA722390,Corneloup,Josiane,,Josiane_Corneloup,61
PA508,Biémouret,Gisèle,1952-06-16,Gisèle_Biémouret,68
PA334768,Touraine,Jean-Louis,1945-10-08,Jean-Louis_Touraine,75
PA267289,Door,Jean-Pierre,1942-04-01,Jean-Pierre_Door,78
PA643134,Valentin,Isabelle,,Isabelle_Valentin,59
PA721126,Guion-Firmin,Claire,,Claire_Guion-Firmin,63
PA721792,Guerel,Émilie,,Émilie_Guerel,37
PA721808,Crouzet,Michèle,,Michèle_Crouzet,53
PA722300,Khedher,Anissa,,Anissa_Khedher,40
PA267378,Levy,Geneviève,1948-02-24,Geneviève_Levy,72
PA267042,Favennec-Bécot ,Yannick,1958-08-12,Yannick_Favennec_Becot,62
PA721094,Dunoyer,Philippe,,Philippe_Dunoyer,53
PA718990,Blanc,Anne,,Anne_Blanc,54
PA719528,Portarrieu,Jean-François,,Jean-François_Portarrieu,55
PA719822,Thillaye,Sabine,,Sabine_Thillaye,61
PA607090,Vigier,Jean-Pierre,1969-10-22,Jean-Pierre_Vigier_(homme_politique),51
PA719044,Essayan,Nadia,,Nadia_Essayan,63
PA719942,Baudu,Stéphane,,Stéphane_Baudu,55
PA721996,Loiseau,Patrick,,Patrick_Loiseau,
PA605518,Lambert,François-Michel,1966-08-24,François-Michel_Lambert,54
PA608292,Dubié,Jeanine,1958-01-03,Jeanine_Dubié,63
PA719286,Colombani,Paul-André,,Paul-André_Colombani,53
PA721560,Griveaux,Benjamin,,Benjamin_Griveaux,43
PA643157,Naillet,Philippe,1960-08-14,Philippe_Naillet,60
PA721110,Sanquer,Nicole,,Nicole_Sanquer,48
PA718918,Louis,Alexandra,,Alexandra_Louis,37
PA719052,Kervran,Loïc,,Loïc_Kervran,36
PA719302,Thourot,Alice,,Alice_Thourot,35
PA719396,Larsonneur,Jean-Charles,,Jean-Charles_Larsonneur,37
PA719404,Le Gac,Didier,,Didier_Le Gac,55
PA719600,Poulliat,Éric,,Éric_Poulliat,46
PA720814,Cazenove,Sébastien,,Sébastien_Cazenove,
PA721004,Lakrafi,Amélia,,Amélia_Lakrafi,42
PA767,Cattin,Jacques,,Jacques_Cattin,62
PA720772,Bru,Vincent,,Vincent_Bru,65
PA335054,Karamanli,Marietta,1964-12-18,Marietta_Karamanli,56
PA607193,Errante,Sophie,1971-07-22,Sophie_Errante,49
PA721690,Tan,Buon,,Buon_Tan,53
PA719504,Lagleize,Jean-Luc,,Jean-Luc_Lagleize,62
PA267355,Herth,Antoine,1963-02-14,Antoine_Herth,57
PA721718,Do,Stéphanie,,Stéphanie_Do,41
PA722312,Bessot Ballot,Barbara,,Barbara_Bessot Ballot,48
PA722240,Venteau,Pierre,,Pierre_Venteau,46
PA1012,de la Verpillière,Charles,1954-05-31,Charles_de la Verpillière,66
PA713448,Brenier,Marine,1986-08-11,Marine_Brenier,34
PA267766,Bricout,Guy,,Guy_Bricout,76
PA719464,Nadot,Sébastien,,Sébastien_Nadot,48
PA334116,Maquet,Jacqueline,1949-05-13,Jacqueline_Maquet,71
PA720438,Di Pompeo,Christophe,,Christophe_Di Pompeo,56
PA720310,Arend,Christophe,,Christophe_Arend,45
PA722118,Sylla,Sira,,Sira_Sylla,40
PA718902,Roussel,Cédric,,Cédric_Roussel,43
PA266788,Morel-À-L'Huissier,Pierre,1958-12-21,Pierre_Morel-À-L'Huissier,62
PA721872,Poirson,Brune,,Brune_Poirson,38
PA722218,Delpirou,Cécile,,Cécile_Delpirou,56
PA720246,Templier,Sylvain,,Sylvain_Templier,49
PA342240,Bourgeaux,Jean-Luc,,Jean-Luc_Bourgeaux,57
PA342196,Rouaux,Claudia,,Claudia_Rouaux,57
PA695100,Habib,Meyer,1961-04-28,Meyer_Habib,59
PA719436,Meizonnet,Nicolas,,Nicolas_Meizonnet,37
PA720704,Vichnievsky,Laurence,,Laurence_Vichnievsky,65
PA267260,Poletti,Bérengère,1959-10-14,Bérengère_Poletti,61
PA642764,Aviragnet,Joël,1956-06-16,Joël_Aviragnet,64
PA721012,Kéclard-Mondésir,Manuéla,,Manuéla_Kéclard-Mondésir,49
PA721384,Fontenel-Personne,Pascale,,Pascale_Fontenel-Personne,58
PA605131,Castaner,Christophe,1966-01-03,Christophe_Castaner,55
PA722082,Ballet-Blu,Françoise,,Françoise_Ballet-Blu,
PA722280,Meyer,Philippe,,Philippe_Meyer_(homme_politique),51
PA333818,Hutin,Christian,1961-01-18,Christian_Hutin,60
PA774960,Santiago,Isabelle,,Isabelle_Santiago,55
PA720488,Six,Valérie,,Valérie_Six,
PA719946,Peltier,Guillaume,,Guillaume_Peltier,44
PA709315,Viala,Arnaud,1974-12-04,Arnaud_Viala,46
PA774954,Blin,Anne-Laure,,Anne-Laure_Blin,37
PA605694,Falorni,Olivier,1972-03-27,Olivier_Falorni,48
PA721046,Bassire,Nathalie,,Nathalie_Bassire,53
PA346876,Solère,Thierry,1971-08-17,Thierry_Solère,49
PA720928,Corceiro,David,,David_Corceiro,43
PA719258,Delpon,Michel,,Michel_Delpon,71
PA342935,Dubois,Marianne,1957-12-17,Marianne_Dubois,
PA720178,Garcia,Laurent,,Laurent_Garcia,50
PA606639,Vignal,Patrick,1958-01-22,Patrick_Vignal,63
PA605084,Krabal,Jacques,1948-04-10,Jacques_Krabal,72
PA717151,de Sarnez,Marielle,,Marielle_de Sarnez,
PA1206,Dupont-Aignan,Nicolas,1961-03-07,Nicolas_Dupont-Aignan,59
PA343493,Rouillard,Gwendal,1976-04-20,Gwendal_Rouillard,44
PA642724,Barbier,Frédéric,1960-08-30,Frédéric_Barbier_(homme_politique),60
PA2796,Teissier,Guy,1945-04-04,Guy_Teissier,75
PA719210,Joncour,Bruno,,Bruno_Joncour,67
PA721800,Matras,Fabien,,Fabien_Matras,36
PA721864,Zitouni,Souad,,Souad_Zitouni,46
PA721054,Lorion,David,,David_Lorion,56
PA759192,Poudroux,Jean-Luc,,Jean-Luc_Poudroux,70
PA998,Dassault,Olivier,1951-06-01,Olivier_Dassault,69
PA2529,Reitzer,Jean-Luc,1951-12-29,Jean-Luc_Reitzer,69
PA1630,Herbillon,Michel,1951-03-06,Michel_Herbillon,69
PA2492,Quentin,Didier,1946-12-23,Didier_Quentin,74
PA1029,Deflesselles,Bernard,1953-10-16,Bernard_Deflesselles,67
PA223837,Brochand,Bernard,1938-06-05,Bernard_Brochand,82
PA267794,Tabarot,Michèle,1962-10-13,Michèle_Tabarot,58
PA721636,Parigi,Jean-François,,Jean-François_Parigi,61
PA330788,Reynès,Bernard,1953-10-18,Bernard_Reynès,67
PA721070,Ramassamy,Nadia,,Nadia_Ramassamy,59
PA336439,Clément,Jean-Michel,1954-10-31,Jean-Michel_Clément,66
PA720038,Josso,Sandrine,,Sandrine_Josso,45
PA722358,Gassilloud,Thomas,,Thomas_Gassilloud,39
PA610654,Nilor,Jean-Philippe,1965-05-15,Jean-Philippe_Nilor,55
PA721174,Son-Forget,Joachim,,Joachim_Son-Forget,37
PA267337,Bouchet,Claire,,Claire_Bouchet,67
PA721538,Roques-Etienne,Muriel,,Muriel_Roques-Étienne,41
PA721576,Bouchet Bellecourt,Sylvie,,Sylvie_Bouchet Bellecourt,63
PA719020,Porte,Nathalie,,Nathalie_Porte,47
PA720672,Therry,Robert,,Robert_Therry,73
PA604,Bouley,Bernard,,Bernard_Bouley,70
PA774952,Benassaya,Philippe,,Philippe_Benassaya,56
PA774956,Hemedinger,Yves,,Yves_Hemedinger,55
PA719002,Ravier,Julien,,Julien_Ravier,42
PA720006,Geismar,Luc,,Luc_Geismar,
PA643004,Labille,Grégory,,Grégory_Labille,52
PA774958,Leseul,Gérard,,Gérard_Leseul,60
PA643192,Jourdan,Chantal,,Chantal_Jourdan,62
PA721768,Silin,Marie,,Marie_Silin,42
PA774962,Lebon,Karine,,Karine_Lebon,35
PA721666,Audibert,Edith,,Edith_Audibert,72
PA720802,Pujol,Catherine,,Catherine_Pujol_(femme_politique),60
